id,created_at,slug,cmc_rank,name,symbol,status,color,tv_pair,tags,website,logo_url,certificate_url,overview_url,conclusion_url
102,2025-12-31 07:09:06.929067+00,iota,114,IOTA,IOTA,halal,#000000,CRYPTO:IOTAUSD,"[""IoT"",""DAG"",""Tangle""]",https://www.iota.org,https://s2.coinmarketcap.com/static/img/coins/64x64/1720.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/iota/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/iota/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/iota/conclusion.md
103,2025-12-31 07:09:06.929067+00,kaspa,59,Kaspa,KAS,halal,#70C5AF,CRYPTO:KASUSD,"[""Layer-1"",""BlockDAG"",""Fast""]",https://www.kaspa.org,https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/kaspa/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/kaspa/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/kaspa/conclusion.md
104,2025-12-31 07:09:06.929067+00,unus-sed-leo,12,UNUS SED LEO,LEO,haram,#F7931A,CRYPTO:LEOUSD,"[""Exchange"",""Utility"",""Burn""]",http://bitfinex.com,https://s2.coinmarketcap.com/static/img/coins/128x128/3957.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/leo/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/leo/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/leo/conclusion.md
105,2025-12-31 07:09:06.929067+00,maker,4255,Maker,MKR,halal,#1AAB9B,CRYPTO:MKRUSD,"[""Governance"",""Stablecoin"",""DeFi""]",https://makerdao.com,https://s2.coinmarketcap.com/static/img/coins/128x128/1518.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/maker/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/maker/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/maker/conclusion.md
106,2025-12-31 07:09:06.929067+00,mantle,34,Mantle,MNT,haram,#000000,CRYPTO:MNTUSD,"[""Layer-2"",""Modular"",""Ethereum""]",https://group.mantle.xyz/,https://s2.coinmarketcap.com/static/img/coins/128x128/27075.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantle/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantle/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantle/conclusion.md
107,2025-12-31 07:09:06.929067+00,mantra,4088,Mantra,OM,halal,#C79E5E,CRYPTO:OMUSD,"[""RWA"",""Layer-1"",""Cosmos""]",https://www.mantrachain.io,https://s2.coinmarketcap.com/static/img/coins/128x128/6536.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantra/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantra/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/mantra/conclusion.md
108,2025-12-31 07:09:06.929067+00,multiversx-egld,170,MultiversX,EGLD,halal,#23F7DD,CRYPTO:EGLDUSD,"[""Layer-1"",""Sharding"",""Smart Contracts""]",https://multiversx.com,https://s2.coinmarketcap.com/static/img/coins/128x128/6892.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/multiversx/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/multiversx/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/multiversx/conclusion.md
110,2025-12-31 07:09:06.929067+00,neo,140,Neo,NEO,haram,#00E599,CRYPTO:NEOUSD,"[""Layer-1"",""Smart Contracts"",""China""]",https://neo.org,https://s2.coinmarketcap.com/static/img/coins/128x128/1376.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/neo/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/neo/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/neo/conclusion.md
111,2025-12-31 07:09:06.929067+00,ondo-finance,50,Ondo,ONDO,haram,#000000,CRYPTO:ONDOUSD,"[""DeFi"",""RWA"",""Layer-1""]",https://ondo.foundation/,https://s2.coinmarketcap.com/static/img/coins/128x128/21159.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ondo-finance/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ondo-finance/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ondo-finance/conclusion.md
112,2025-12-31 07:09:06.929067+00,pepe,47,Pepe,PEPE,haram,#3B923C,CRYPTO:PEPEUSD,"[""Meme"",""Culture"",""Ethereum""]",https://pepe.vip,https://s2.coinmarketcap.com/static/img/coins/128x128/24478.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/pepe/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/pepe/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/pepe/conclusion.md
114,2025-12-31 07:09:06.929067+00,polygon-ecosystem-token,54,Polygon,POL,halal,#8247E5,BITSTAMP:POLUSD,"[""Layer-2"",""Scaling"",""Ethereum""]",https://polygon.technology/,https://s2.coinmarketcap.com/static/img/coins/128x128/3890.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/polygon/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/polygon/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/polygon/conclusion.md
115,2025-12-31 07:09:06.929067+00,render,59,Render,RENDER,halal,#FF0000,CRYPTO:RENDERUSD,"[""AI"",""Rendering"",""DePin""]",https://rendernetwork.com/,https://s2.coinmarketcap.com/static/img/coins/128x128/5690.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/render/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/render/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/render/conclusion.md
116,2025-12-31 07:09:06.929067+00,shiba-inu,27,Shiba Inu,SHIB,haram,#FFA409,CRYPTO:SHIBUSD,"[""Meme"",""Ecosystem"",""Community""]",https://shibatoken.com,https://s2.coinmarketcap.com/static/img/coins/128x128/5994.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/shiba-inu/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/shiba-inu/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/shiba-inu/conclusion.md
117,2025-12-31 07:09:06.929067+00,tether,3,Tether,USDT,halal,#009393,CRYPTO:USDTUSD,"[""stablecoin"",""asset-backed-stablecoin"",""usd-stablecoin""]",https://tether.to,https://s2.coinmarketcap.com/static/img/coins/128x128/825.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tether/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tether/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tether/conclusion.md
118,2025-12-31 07:09:06.929067+00,tezos,87,Tezos,XTZ,halal,#000000,CRYPTO:XTZUSD,"[""Privacy"",""NFT"",""Layer-1""]",https://www.tezos.com/,https://s2.coinmarketcap.com/static/img/coins/128x128/2011.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tezos/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tezos/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/tezos/conclusion.md
119,2025-12-31 07:09:06.929067+00,theta-network,146,Theta Network,THETA,halal,#2AB8E6,CRYPTO:THETAUSD,"[""Video"",""DePin"",""Streaming""]",https://www.thetatoken.org/,https://s2.coinmarketcap.com/static/img/coins/128x128/2416.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/theta/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/theta/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/theta/conclusion.md
120,2025-12-31 07:09:06.929067+00,toncoin,28,Toncoin,TON,halal,#0088CC,CRYPTO:TONUSD,"[""Layer-1"",""Telegram"",""Social""]",https://ton.org,https://s2.coinmarketcap.com/static/img/coins/128x128/11419.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ton/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ton/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/ton/conclusion.md
121,2025-12-31 07:09:06.929067+00,ethena-usde,16,Ethena USDe,USDe,haram,#000000,KRAKEN:USDEUSD,"[""Stablecoin"",""Synthetic"",""Ethena""]",https://www.ethena.fi,https://s2.coinmarketcap.com/static/img/coins/128x128/29470.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/usde/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/usde/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/usde/conclusion.md
122,2025-12-31 07:09:06.929067+00,vechain,72,VeChain,VET,halal,#15BDFF,CRYPTO:VETUSD,"[""Supply Chain"",""Enterprise"",""Layer-1""]",https://www.vechain.org/,https://s2.coinmarketcap.com/static/img/coins/128x128/3077.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/vechain/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/vechain/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/vechain/conclusion.md
152,2025-12-31 10:25:41.684208+00,bitcoin-cash,12,Bitcoin Cash,BCH,halal,#0AC18E,CRYPTO:BCHUSD,"[""POW"",""Layer-1"",""Payments"",""Bitcoin Fork""]",https://bitcoincash.org,https://s2.coinmarketcap.com/static/img/coins/128x128/1831.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/bitcoin-cash/certificate.png,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/bitcoin-cash/overview.md,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/tokens/bitcoin-cash/conclusion.md
